text,favorited,favoriteCount,replyToSN,created,truncated,replyToSID,id,replyToUID,statusSource,screenName,retweetCount,isRetweet,retweeted,longitude,latitude
"RT @Luiz_Fernando_J: On Tuesday 22/10, #Joker grossed 3.8M at the domestic #BoxOffice. Legs of Todd Phillips flick still stronger than #Dea…",FALSE,0,NA,2019-10-23T17:38:14Z,FALSE,NA,1187060675048288256,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",MysticAngel1985,43,TRUE,FALSE,NA,NA
RT @colliderfrosty: If you want to read a long conversation about the making of #Joker with oaquin Phoenix and Todd Phillips you're in the…,FALSE,0,NA,2019-10-23T17:38:10Z,FALSE,NA,1187060660762341377,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",TECsgt,12,TRUE,FALSE,NA,NA
"RT @LesNews: Indignation des habitants d’une rue de #newyork ou a été tourné une scène du film #Joker, elle est depuis envahi par des touri…",FALSE,0,NA,2019-10-23T17:37:57Z,FALSE,NA,1187060606609715200,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Moussiloup,985,TRUE,FALSE,NA,NA
"Señores, #Joker oficialmente es la película más rentable entre las producciones de DC y Marvel.

En este punto, la… https://t.co/0Y7WD6TOZ6",FALSE,56,NA,2019-10-23T17:37:53Z,TRUE,NA,1187060588972822528,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",DCEUnlimited,10,FALSE,FALSE,NA,NA
"RT @afterlaughs: Hey, I'm still up for these skins, btw!

#roadrat #junkrat #roadhog #joker https://t.co/MkaxDialjB",FALSE,0,NA,2019-10-23T17:37:53Z,FALSE,NA,1187060587898925056,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",black_coriander,85,TRUE,FALSE,NA,NA
"RT @Cinema_Trade: Chennai City BO Report :

#Asuran - 6.39Cr (17 Days - 1321 Shows)
#NammaVeettuPillai - 5.32Cr (24 Days - 1606 Shows)
#Jok…",FALSE,0,NA,2019-10-23T17:37:50Z,FALSE,NA,1187060576570114048,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",2ed71de5c6fb434,116,TRUE,FALSE,NA,NA
"RT @cuddlyveedles: Can Mr.J be the one of Disney Princess? He's got an amazing Dancing skill 😂👌💕✨ 
_______________________________
#joker #…",FALSE,0,NA,2019-10-23T17:37:47Z,FALSE,NA,1187060561760010241,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",AliceloveDeku,282,TRUE,FALSE,NA,NA
RT @The_DCEU: Sounds like WB is planting some seeds for a whole new cinematic universe. #Joker https://t.co/W9Rf2CXYCn,FALSE,0,NA,2019-10-23T17:37:29Z,FALSE,NA,1187060489655869440,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Matt_5972,20,TRUE,FALSE,NA,NA
"RT @_DCBRASIL: Pessoas tirando foto e dançando na escadaria do Bronx, Nova York. 

A escadaria é a mesma em que o Coringa dança no filme. #…",FALSE,0,NA,2019-10-23T17:37:27Z,FALSE,NA,1187060479342063617,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",MateuzinhoDy70,113,TRUE,FALSE,NA,NA
Joguem como bebemos #Joker https://t.co/cjnOgjOmRs,FALSE,1,NA,2019-10-23T17:37:25Z,FALSE,NA,1187060470840266753,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",LuanAra09705811,0,FALSE,FALSE,NA,NA
"RT @afterlaughs: Hey, I'm still up for these skins, btw!

#roadrat #junkrat #roadhog #joker https://t.co/MkaxDialjB",FALSE,0,NA,2019-10-23T17:37:21Z,FALSE,NA,1187060454444679168,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",RandomRed7,85,TRUE,FALSE,NA,NA
"RT @_ABYstyle: [#CONCOURS #JOKER] 
Enfuyez-vous d’Arkham les mains pleines de cadeaux ! 
@_ABYstyle et @UrbanComics vous proposent de rempo…",FALSE,0,NA,2019-10-23T17:37:14Z,FALSE,NA,1187060427055874048,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",AkiFan2manga,594,TRUE,FALSE,NA,NA
RT @Horsenburger: Here is a special #Joker #Teletext picture for all of you who are old enough to have #CesarRomero as your Joker. https://…,FALSE,0,NA,2019-10-23T17:37:09Z,FALSE,NA,1187060405014806529,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",raymierussell,9,TRUE,FALSE,NA,NA
"RT @_DCBRASIL: Pessoas tirando foto e dançando na escadaria do Bronx, Nova York. 

A escadaria é a mesma em que o Coringa dança no filme. #…",FALSE,0,NA,2019-10-23T17:37:01Z,FALSE,NA,1187060370906718208,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",JaliniaAraujo,113,TRUE,FALSE,NA,NA
RT @charoenpura: ดูช้าแต่ดูนะ #joker https://t.co/CS9bDprf1k,FALSE,0,NA,2019-10-23T17:36:52Z,FALSE,NA,1187060334646808577,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",ofjufany,2431,TRUE,FALSE,NA,NA
"RT @DirtyTommy1: NOUVELLE VIDEO &amp; ACTU !
Je parle du trailer #StarWarsTheRiseOfSkywalker , de la ""révolution"" #Joker, de #Marvel, James Gun…",FALSE,0,NA,2019-10-23T17:36:42Z,FALSE,NA,1187060291965800453,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",charognard77,5,TRUE,FALSE,NA,NA
"RT @cuddlyveedles: Can Mr.J be the one of Disney Princess? He's got an amazing Dancing skill 😂👌💕✨ 
_______________________________
#joker #…",FALSE,0,NA,2019-10-23T17:36:40Z,FALSE,NA,1187060280355885057,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",ToxPoi,282,TRUE,FALSE,NA,NA
RT @The_DCEU: Sounds like WB is planting some seeds for a whole new cinematic universe. #Joker https://t.co/W9Rf2CXYCn,FALSE,0,NA,2019-10-23T17:36:32Z,FALSE,NA,1187060250320560129,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",MasPix1,20,TRUE,FALSE,NA,NA
"RT @ai_katerina: Πάντως η Δεξια εχει περιεργη αντιληψη για τα ανηλικα.
Επιτρεπεται να τα πηδαει ο Συμβουλος του Κουλη αλλά απαγορευεται να…",FALSE,0,NA,2019-10-23T17:36:32Z,FALSE,NA,1187060248500158465,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",clockwork_mina,583,TRUE,FALSE,NA,NA
"RT @afterlaughs: Hey, I'm still up for these skins, btw!

#roadrat #junkrat #roadhog #joker https://t.co/MkaxDialjB",FALSE,0,NA,2019-10-23T17:36:31Z,FALSE,NA,1187060246524694528,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",strngesights,85,TRUE,FALSE,NA,NA
"RT @_ABYstyle: [#CONCOURS #JOKER] 
Enfuyez-vous d’Arkham les mains pleines de cadeaux ! 
@_ABYstyle et @UrbanComics vous proposent de rempo…",FALSE,0,NA,2019-10-23T17:36:31Z,FALSE,NA,1187060246000406528,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Anthony54059694,594,TRUE,FALSE,NA,NA
RT @TWeirdling: Finally saw #Joker (2019) today and ... oh ... my ... holy ... fucking ... gods ... of darkness. https://t.co/stUD0McKdJ,FALSE,0,NA,2019-10-23T17:36:22Z,FALSE,NA,1187060204850077696,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",JeffreyLMcKnig1,6,TRUE,FALSE,NA,NA
"RT @_ABYstyle: [#CONCOURS #JOKER] 
Enfuyez-vous d’Arkham les mains pleines de cadeaux ! 
@_ABYstyle et @UrbanComics vous proposent de rempo…",FALSE,0,NA,2019-10-23T17:36:15Z,FALSE,NA,1187060176152682496,NA,"<a href=""https://gaiben.fr"" rel=""nofollow"">Twitter alternative client/bot</a>",nayabtambol,594,TRUE,FALSE,NA,NA
"RT @LesNews: Indignation des habitants d’une rue de #newyork ou a été tourné une scène du film #Joker, elle est depuis envahi par des touri…",FALSE,0,NA,2019-10-23T17:36:08Z,FALSE,NA,1187060146448543746,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",KillianCoster,985,TRUE,FALSE,NA,NA
"RT @_ABYstyle: [#CONCOURS #JOKER] 
Enfuyez-vous d’Arkham les mains pleines de cadeaux ! 
@_ABYstyle et @UrbanComics vous proposent de rempo…",FALSE,0,NA,2019-10-23T17:36:00Z,FALSE,NA,1187060113963655169,NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",JMDTCommunity,594,TRUE,FALSE,NA,NA
RT @Wirachai09: อยู่คนเดียวอาจจะไม่ดีที่สุด เเต่มันสบายใจที่สุด.🖤#Joker https://t.co/lekymXPXG3,FALSE,0,NA,2019-10-23T17:35:55Z,FALSE,NA,1187060093289779200,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",moonmoonimy,3,TRUE,FALSE,NA,NA
"RT @_ABYstyle: [#CONCOURS #JOKER] 
Enfuyez-vous d’Arkham les mains pleines de cadeaux ! 
@_ABYstyle et @UrbanComics vous proposent de rempo…",FALSE,0,NA,2019-10-23T17:35:54Z,FALSE,NA,1187060091494772740,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Biere_Man,594,TRUE,FALSE,NA,NA
"RT @_ABYstyle: [#CONCOURS #JOKER] 
Enfuyez-vous d’Arkham les mains pleines de cadeaux ! 
@_ABYstyle et @UrbanComics vous proposent de rempo…",FALSE,0,NA,2019-10-23T17:35:46Z,FALSE,NA,1187060054052216832,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",TheDeerGL,594,TRUE,FALSE,NA,NA
Heath Ledger over Jacq Pheonix any day #Joker,FALSE,6,NA,2019-10-23T17:35:42Z,FALSE,NA,1187060038835130368,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",NikhilaHenry,0,FALSE,FALSE,NA,NA
"RT @MyNameFaFew: ถ้าผมเปลี่ยนไป คุณจะไม่มีวันได้ผมคนเดิมกลับมา ..🤡🖤

#โรคซึมเศร้า  #Joker https://t.co/uhJ5jogAR7",FALSE,0,NA,2019-10-23T17:35:40Z,FALSE,NA,1187060029523775488,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",moonmoonimy,31,TRUE,FALSE,NA,NA
"RT @_ABYstyle: [#CONCOURS #JOKER] 
Enfuyez-vous d’Arkham les mains pleines de cadeaux ! 
@_ABYstyle et @UrbanComics vous proposent de rempo…",FALSE,0,NA,2019-10-23T17:35:39Z,FALSE,NA,1187060026218860544,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Jimonly1,594,TRUE,FALSE,NA,NA
"From now on when I eat pancakes, I’ll only eat #Joker pancakes https://t.co/qi15ByHRKW",FALSE,0,NA,2019-10-23T17:35:39Z,FALSE,NA,1187060024683745291,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",JosHiddlesLeon,0,FALSE,FALSE,NA,NA
"#GaddalakondaGanesh
Swamy 20,200

#Joker        
Anushree 15,031

#KrishnaRaoSuperMarket              
Urvashi  4,1… https://t.co/YWUb7CijY9",FALSE,0,Kamesh_Talluri,2019-10-23T17:35:30Z,TRUE,1187059239300325376,1187059987698331648,1035463453681434624,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Kamesh_Talluri,0,FALSE,FALSE,NA,NA
"RT @_ABYstyle: [#CONCOURS #JOKER] 
Enfuyez-vous d’Arkham les mains pleines de cadeaux ! 
@_ABYstyle et @UrbanComics vous proposent de rempo…",FALSE,0,NA,2019-10-23T17:35:26Z,FALSE,NA,1187059970522697728,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",jeom13,594,TRUE,FALSE,NA,NA
"RT @StickerTricker: You guys asked for it... Jiorno JioFUCKINGvanna!!! 

#jojo #jjba #JoJosBizarreAdventure #ジョジョ #ジョジョの奇妙な冒険 #jojo_anime #…",FALSE,0,NA,2019-10-23T17:35:22Z,FALSE,NA,1187059953514827776,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",StickerTricker,314,TRUE,FALSE,NA,NA
#RT @Variety: #Joker has become one of the most profitable superhero movies in history https://t.co/sVtWf4UjZ0,FALSE,2,NA,2019-10-23T17:35:18Z,FALSE,NA,1187059938641825793,NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>",1066Live,0,FALSE,FALSE,NA,NA
Krissy's Reaction To Robert  Pattinson as Batman #Batman #RobertPattinson #Joker #Riddler #DC #Film #comic… https://t.co/4rJiDYiaIB,FALSE,2,NA,2019-10-23T17:35:17Z,TRUE,NA,1187059936288624640,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",TimABurchett,0,FALSE,FALSE,NA,NA
RT @screenrant: #Joker Loses Certified Fresh Rating On Rotten Tomatoes - https://t.co/qW9V2sg2Xj https://t.co/38bzCqoEf8,FALSE,0,NA,2019-10-23T17:35:15Z,FALSE,NA,1187059927052935169,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",qbharrison121,34,TRUE,FALSE,NA,NA
"Sizler de Joker'i beğendiniz mi? 

#Joker https://t.co/LBkQgW1KRC",FALSE,0,NA,2019-10-23T17:35:11Z,FALSE,NA,1187059911135551489,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",bitekseneksksn,0,FALSE,FALSE,NA,NA
"RT @_DCBRASIL: Pessoas tirando foto e dançando na escadaria do Bronx, Nova York. 

A escadaria é a mesma em que o Coringa dança no filme. #…",FALSE,0,NA,2019-10-23T17:35:04Z,FALSE,NA,1187059877874667521,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",jonyflp,113,TRUE,FALSE,NA,NA
"RT @_ABYstyle: [#CONCOURS #JOKER] 
Enfuyez-vous d’Arkham les mains pleines de cadeaux ! 
@_ABYstyle et @UrbanComics vous proposent de rempo…",FALSE,0,NA,2019-10-23T17:35:03Z,FALSE,NA,1187059876687683584,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",SweetEulen,594,TRUE,FALSE,NA,NA
"RT @afterlaughs: Hey, I'm still up for these skins, btw!

#roadrat #junkrat #roadhog #joker https://t.co/MkaxDialjB",FALSE,0,NA,2019-10-23T17:34:59Z,FALSE,NA,1187059857834119168,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",insanityavril,85,TRUE,FALSE,NA,NA
RT @forucinema: La escena de la escalera. #Joker https://t.co/nEvdhyLYI1,FALSE,0,NA,2019-10-23T17:34:58Z,FALSE,NA,1187059855116427264,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",juan_jose_ortez,355,TRUE,FALSE,NA,NA
RT @a0PH: #JOKER https://t.co/9P3aBDb0FO,FALSE,0,NA,2019-10-23T17:34:57Z,FALSE,NA,1187059849034493952,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0hayou0yasumi,304,TRUE,FALSE,NA,NA
"Pour info,

J’ai adoré #AvengersEndgame cependant on ne peut pas comparer un film de réflexion tels que #Joker avec… https://t.co/tZ1d2Ihbwu",FALSE,1,chat_lazy,2019-10-23T17:34:37Z,TRUE,1187059764536238082,1187059767031803910,1033697990911959040,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",chat_lazy,0,FALSE,FALSE,NA,NA
"Les amis... j’ai tellement kiffé #Joker que je suis allé le voir une seconde fois ! 😆. 
A la fin du film des petits… https://t.co/kEg2UIZ5L1",FALSE,1,NA,2019-10-23T17:34:37Z,TRUE,NA,1187059764536238082,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",chat_lazy,0,FALSE,FALSE,NA,NA
"RT @_ABYstyle: [#CONCOURS #JOKER] 
Enfuyez-vous d’Arkham les mains pleines de cadeaux ! 
@_ABYstyle et @UrbanComics vous proposent de rempo…",FALSE,0,NA,2019-10-23T17:34:33Z,FALSE,NA,1187059750376218624,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",van_straelen,594,TRUE,FALSE,NA,NA
"RT @_ABYstyle: [#CONCOURS #JOKER] 
Enfuyez-vous d’Arkham les mains pleines de cadeaux ! 
@_ABYstyle et @UrbanComics vous proposent de rempo…",FALSE,0,NA,2019-10-23T17:34:28Z,FALSE,NA,1187059726707806209,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Miel6Miliz,594,TRUE,FALSE,NA,NA
"RT @LesNews: Indignation des habitants d’une rue de #newyork ou a été tourné une scène du film #Joker, elle est depuis envahi par des touri…",FALSE,0,NA,2019-10-23T17:34:21Z,FALSE,NA,1187059700472385536,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",WiikTuZ,985,TRUE,FALSE,NA,NA
RT @filmswithamy: ICYMI: Last week I got around to seeing Joker for a second time so I could get a spoiler discussion out to you. Read it h…,FALSE,0,NA,2019-10-23T17:34:16Z,FALSE,NA,1187059678909472774,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",filmswithamy,1,TRUE,FALSE,NA,NA
"@SunOfGan Gladly. Superb list. As expected, one Mr. VjS, the actor of the decade. #Joker would never feature in min… https://t.co/pVsQNpnRRv",FALSE,0,SunOfGan,2019-10-23T17:34:04Z,TRUE,1187044964217380866,1187059628263104512,96944246,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",shaaaal,0,FALSE,FALSE,NA,NA
"Joker'i izlediniz mi? Kimler beğendi 😊
Have you watched Joker?

#joker #movie #joker🃏 #movie #joking #film #newyork… https://t.co/TlTG8AqtEV",FALSE,1,NA,2019-10-23T17:34:04Z,TRUE,NA,1187059627743010816,NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>",ozenmeden,0,FALSE,FALSE,NA,NA
"RT @Melekcetinkay76: #KimseBilmez #carsamba 
#vandepremi #Falcao #GSvRM #Erdogan #fatihportakal #zalimistanbul #ihlas #pazar #kadin #Galata…",FALSE,0,NA,2019-10-23T17:33:47Z,FALSE,NA,1187059555353559041,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",stemific,14,TRUE,FALSE,NA,NA
RT @AngelGarmont: Me parece muy triste la gente que critica a quienes hacen reseñas o dan su opinión sobre #Joker. Por más mala que sea la…,FALSE,0,NA,2019-10-23T17:33:26Z,FALSE,NA,1187059469005414401,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",diegxfilm,4,TRUE,FALSE,NA,NA
RT @The_DCEU: Sounds like WB is moving ahead with a sequel. #Joker https://t.co/MK9fixmEA9,FALSE,0,NA,2019-10-23T17:33:23Z,FALSE,NA,1187059457374740483,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",batman1jf,86,TRUE,FALSE,NA,NA
Cool! #Joker https://t.co/8GF5PNgNCy,FALSE,0,NA,2019-10-23T17:33:16Z,FALSE,NA,1187059424961032192,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RWJLSY,0,FALSE,FALSE,NA,NA
RT @Tolgnar: Imagine The Dark | #Joker #TheDarkKnight #FanArt https://t.co/xiGc8i71LB,FALSE,0,NA,2019-10-23T17:33:05Z,FALSE,NA,1187059381038440448,NA,"<a href=""https://nerdyflow.com"" rel=""nofollow"">Fanart</a>",nerdyflow,2,TRUE,FALSE,NA,NA
"RT @TicTacRecords0: 🎥 Taza, alfombrilla, camisetas del Joker 🎭

Seguro que muchos ya habéis visto la película del #joker ! Os recordamos qu…",FALSE,0,NA,2019-10-23T17:33:04Z,FALSE,NA,1187059377418711040,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",andy_pop12,12,TRUE,FALSE,NA,NA
"RT @KarosuMaker: The reality of things.
#Joker 
#Batwoman 
#elbromas 
I don't hate Batwoman's show, I kind of like it for what it is, even…",FALSE,0,NA,2019-10-23T17:32:59Z,FALSE,NA,1187059355360858112,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",KarosuMaker,8,TRUE,FALSE,NA,NA
"RT @LesNews: Indignation des habitants d’une rue de #newyork ou a été tourné une scène du film #Joker, elle est depuis envahi par des touri…",FALSE,0,NA,2019-10-23T17:32:44Z,FALSE,NA,1187059294509961219,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",ApacheVie,985,TRUE,FALSE,NA,NA
the dance of freedom. the death bells. the rising of the #joker... https://t.co/gkow9Y14zL,FALSE,2,NA,2019-10-23T17:32:42Z,FALSE,NA,1187059285601280000,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",BLCAgnew,0,FALSE,FALSE,NA,NA
"RT @LesNews: Indignation des habitants d’une rue de #newyork ou a été tourné une scène du film #Joker, elle est depuis envahi par des touri…",FALSE,0,NA,2019-10-23T17:32:42Z,FALSE,NA,1187059284854607879,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Rkym974,985,TRUE,FALSE,NA,NA
RT @ElTioCreespy: Resumen del fenómeno #Joker. https://t.co/0Nm4jv3jfV,FALSE,0,NA,2019-10-23T17:32:40Z,FALSE,NA,1187059274909995008,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",joanitoad,38,TRUE,FALSE,NA,NA
RT @WarnerChannelLA: #InsideWarner | ¿El #Joker llenará de turistas el Bronx? ¿Crees que su baile se pondrá de moda? 🎬🤡🕺👥👤📷🤩🌇🤔 https://t.co…,FALSE,0,NA,2019-10-23T17:32:39Z,FALSE,NA,1187059270401036288,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Coringa_Novo,9,TRUE,FALSE,NA,NA
Uzun zamandır bu kadar dram film izlememiştim baya bir geç oldu gitmem ama 10/9.7 film olmuş #Joker,FALSE,0,NA,2019-10-23T17:32:31Z,FALSE,NA,1187059236733423617,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",alemdemematibas,0,FALSE,FALSE,NA,NA
"Arthur Fleck/自創Clown
突然想到送信的那一段，撇個w
#因為企鵝入坑DC宇宙XDD
#Joker  #clown https://t.co/LBUigVFTUI",FALSE,0,NA,2019-10-23T17:32:26Z,FALSE,NA,1187059218387329024,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",tako_lag,0,FALSE,FALSE,NA,NA
RT @__greys: The girl from the train is the one on the taxi that Arthur stares at. 🤭 #Joker https://t.co/QYMaAUi5Ar,FALSE,0,NA,2019-10-23T17:32:25Z,FALSE,NA,1187059212897193987,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",svartpals,27,TRUE,FALSE,NA,NA
La película del #Joker la estará rompiendo en critica y recaudación en taquilla internacional pero ya tiene muy har… https://t.co/84KblIIFdp,FALSE,0,NA,2019-10-23T17:32:17Z,TRUE,NA,1187059179799793664,NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>",NerdFlicks007,0,FALSE,FALSE,NA,NA
"Yeni bir #joker yaratmaya çalışmışlar, yaratamamışlar.",FALSE,2,NA,2019-10-23T17:32:16Z,FALSE,NA,1187059176209555456,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",BahapMeryem,0,FALSE,FALSE,NA,NA
"RT @afterlaughs: Hey, I'm still up for these skins, btw!

#roadrat #junkrat #roadhog #joker https://t.co/MkaxDialjB",FALSE,0,NA,2019-10-23T17:32:11Z,FALSE,NA,1187059152062828546,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",berserkerrose,85,TRUE,FALSE,NA,NA
"RT @_ABYstyle: [#CONCOURS #JOKER] 
Enfuyez-vous d’Arkham les mains pleines de cadeaux ! 
@_ABYstyle et @UrbanComics vous proposent de rempo…",FALSE,0,NA,2019-10-23T17:31:52Z,FALSE,NA,1187059072421498887,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",J4ROoD,594,TRUE,FALSE,NA,NA
Ya en el cine preparada para ver #ElJoker #Joker,FALSE,1,NA,2019-10-23T17:31:47Z,FALSE,NA,1187059052154621953,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",MaRayo85,0,FALSE,FALSE,NA,NA
RT @nelsonleon: Aquí les dejo la franela finalizada... Yo sé que en Twitter les gusta consumir arte (por eso la chama de los café es tan fa…,FALSE,0,NA,2019-10-23T17:31:43Z,FALSE,NA,1187059038279929856,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",sadiekilller,7,TRUE,FALSE,NA,NA
RT @LidsRodney: Oh look I made it through the #Joker movie. It was bad and it should feel bad. I’m gonna tell you why. This might take a wh…,FALSE,0,NA,2019-10-23T17:31:35Z,FALSE,NA,1187059001109798912,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",flowerqueers,18,TRUE,FALSE,NA,NA
"RT @_ABYstyle: [#CONCOURS #JOKER] 
Enfuyez-vous d’Arkham les mains pleines de cadeaux ! 
@_ABYstyle et @UrbanComics vous proposent de rempo…",FALSE,0,NA,2019-10-23T17:31:29Z,FALSE,NA,1187058977676369920,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Ju_Fillon,594,TRUE,FALSE,NA,NA
T R E A D #inktober #day20 #inktober2019 #tread #joker #ink #elbromas #stairs #sketch #croquis #dibujo #boceto… https://t.co/UiDKQwWE1E,FALSE,2,NA,2019-10-23T17:31:29Z,TRUE,NA,1187058975923032064,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",intersticio74,0,FALSE,FALSE,NA,NA
"RT @Luiz_Fernando_J: On Tuesday 22/10, #Joker grossed 3.8M at the domestic #BoxOffice. Legs of Todd Phillips flick still stronger than #Dea…",FALSE,0,NA,2019-10-23T17:31:25Z,FALSE,NA,1187058962266574848,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",BBally81,43,TRUE,FALSE,NA,NA
"RT @JunaidDahar: Joker dancing on the stairs scene is cool. Just a clown having a good time on some stairs.
#Jokerstairs #joker #JoaquinPho…",FALSE,0,NA,2019-10-23T17:31:22Z,FALSE,NA,1187058947607453697,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",FHBling007,1,TRUE,FALSE,NA,NA
